title,content,date
"[G마켓]LG 트롬 세탁기 건조기 세트 F19WDB-6WAA (1,629,000원 / 무료)","
 



 
 



 
 



 
 



 
빅스마일데이 트롬 세탁기 19Kg 건조기 16Kg 세트입니다. 



참고로 역대가는 KB할인으로 1,566,550원 이었던거 같구. 
역대가가 아닌건 아쉽네요. 



빅스 20% 쿠폰 적용시 1,649,000원



중복 쿠폰 7% 적용 하면 1,629,000원



스마일카드 5% 하면 1,599,000원까지 나옵니다.



6모션, 3방향 터보샷, 씽큐 탑재 모델이고 LG 건조기 이슈때문인지 몰라도 10년 무상보증에 자동세척 시스템, 30회 건조당 강제 세척 기능이 적용되었답니다.
 
건조기 있으면 삶의 질이 높아지는 느낌이 드는데요. 캠핑, 여행 다녀와서 빨래가 산더미처럼 쌓여있어도 걱정 없답니다ㅎㅎ
 
사계절 모두 유용하게 사용되는데 특히 여름 장마철에 비가 많이와서 습해도 건조기 있으면 전혀 걱정이 없답니다^^;
 
겨울에는 패딩 세탁후 자연건조, 그 뒤에 패딩 리프레쉬 코스를 사용하면 세탁소에 맡긴것처럼 뽀송하게 살아난 오리털, 거위털을 느끼실 수 있답니다ㅎㅎ
 
요즘에는 이처럼 세탁기와 건조기가 위, 아래로 연결되어 뒤베란다에 설치하면 공간활용도 좋아 많이 구입하고 있답니다. 
 
신혼부부 필수가전이라 생각되네요. 저도 지금까지 사용하면서 용량에 대한 고민도 많이 했었는데요. 신혼 부부라도 최소 16kg 용량을 선택해야지 이불빨래 할때도 부담이 없답니다.
 
역대 가격이 아니라 다소 아쉽지만 그래도 거의 역대급에 준하니 현명한 선택 되시기 바랍니다^^;
 
 ",2021-05-11
"]LG 휘센 에어컨 씽큐 18+7형 FQ18VAKWA2(스마일페이 1,369,537원)","
시간이 몇분 안남았어요~ 에누리 쿠폰적용하고, 오케이캐쉬백 경유하고, 스마일페이로 결제하면 1,369,537원에 구매가능합니다.
 
오케이캐쉬백 적립, 스마일페이적립은 총 5만원 넘게 되는거같아요",2021-04-05
엘지철수건,"
엘지 가전 씽큐뭐 그런거 연동할라고 계속 엘지 �㎢彭풩�
 
삼성이랑도 연동 될랑가요?",2021-04-05
읽어 봄직한 IT기업 뉴스,"

[키움/전기전자 김지산]

전기전자 Daily News (21.4.2)





1. 국내뉴스 

▶️폴더블 대중화 시대 여는 삼성, 따라가는 중국폰(ZDNet)
- '갤Z플립' 이어 '폴드2'도 100만원대로 가격 인하
- 화웨이·샤오미·오포 진입
- https://bit.ly/3u9voOU
 
▶️삼성, 중고폰 추가보상 시작…""5G폰 출시 2주년 기념""(한국경제)
- 2019년 출시 갤S10 5G 시리즈·LG V50 씽큐 등 최대 15만원 추가보상
- 1일부터 5월 31일까지 '중고폰 추가 보상 프로그램'을 운영
- https://bit.ly/3dwdDTz
 
▶️LG전자, 5일 이사회 개최… 스마트폰 사업 철수 가닥(조선비즈)
- 오는 5일 이사회를 열고 스마트폰 사업 철수를 공식화할 전망
- 인위적인 구조조정은 없을 것이란 게 회사 측 방침
- https://bit.ly/39yBReH
 
▶️가장 비싼 아이폰13 프로맥스, 카메라 성능은?
- 메인 카메라 f/1.6→f/1.5
- A15 칩셋으로 전력 효율 15% 향상
- https://bit.ly/3dpuJCu
 
▶️진화하는 전기차…장거리 넘어 고성능 넘본다(ZDNet)
- 올해부터 전기차 선택폭이 넓어질 듯
- 주행거리뿐 아니라 고성능에 다양한 첨단 기능을 장착한 신차 예정
- https://bit.ly/39yC1Tl




2. 해외뉴스

▶️Apple, 향후 수개월 안에 MR 헤드셋 출시 전망(PhoneArena)
- 기존 전망인 2022년보다 이른 출시 예측
- 무게는 150g 미만 전망하기도
- https://bit.ly/3ftUcNI
 
▶️Apple, 태양광 ESS에 Tesla '메가팩' 쓴다(CNBC)
- 240MWh 저장 능력 갖춘 태양광 ESS '캘리포니아 플랫'을 건설 중
- 이번 프로젝트엔 85개의 테슬라 메가팩 배터리가 사용
- https://bit.ly/3sKOjzx
 
▶️Microsoft, 미군과 220억 달러 계약 체결: AR의 미래?(PhoneArena)
- 120,000개의 AR헤드셋 디바이스 공급
- https://bit.ly/3dtYAtd

 
[메리츠증권 인터넷/게임 김동희] 

인터넷/게임 Daily 2021.4.2(금)




▶️ 네이버·소프트뱅크, 日 벤처 투자사 통합…'Z벤처캐피털' 출범(뉴시스)
http://naver.me/GKoIauRn



▶️ 카카오모빌리티, 구글과 맞손… 565억 투자 유치(동아일보)
http://naver.me/xjeYaDic



▶️ “독일로 가자”…  네이버웹툰, 유럽 최대 시장 공략 나섰다(국민일보)
http://naver.me/GozwC7Fo



▶️ '네이버 인증서'로 비대면 알뜰폰 개통·기변 '한번에'(아이뉴스24)
http://naver.me/xyU714C7



▶️ 네이버, 중소상공인 온라인 경영 컨설팅 해준다(뉴시스)영
http://naver.me/G5rkOeGd



▶️ 라인게임즈, '스매시레전드' 4월13일 출시 확정(데일리e스포츠)
http://naver.me/54VKRvJI



▶️ 멜론, 엔씨소프트 유니버스와 연동(ZDNet Korea)
http://naver.me/xTeyM5n3



▶️ 카카오뱅크, 이달 경영실태평가 받는다…리스크 관리 등 점검(조선비즈)
http://naver.me/xRQg2Cvw



▶️ 카카오 게임즈 CB, 이자율 0%의 자신감(파이낸셜뉴스)
http://naver.me/FYur3t93



▶️ '페이코 식권', 넷마블·아프리카TV 등 올들어 63개사 추가(뉴시스)보
http://naver.me/56IXmnZ9



▶️ ‘IPO 大魚’ 크래프톤 최대주주 노리는 텐센트…“상장 과실은 中 기업엽(조선비즈)
https://cutt.ly/UcsZfju



▶️ MS, 미 육군에 증강현실 헤드셋 공급 25조 계약 체결(이투데이)
https://cutt.ly/BcsZMxw



- 자료: https://cutt.ly/VcsBqkX",2021-04-02
LG 티비 직구 쓰시는분들 불편한점좀 알려주세요..,"
안녕하세요..
 
집에 티비 수명이 다 하여 직구로 구매 고려중입니다.
집에 모든 가전이 LG다 보니 LG로 직구 예정인데
 
선택한 모델은 75UN8570AUD
일단 국내 모델 보다 스펙이 더 좋아 보여서.. 스펙이나... 국내 티비냐로 고민하다가 직구쪽으로 마음이 많이 기운상태 입니다.
 
직구 로컬 변경이 쉽지 않은거 같아서 로컬 변경은 하지 않고 사용 할 예정인데요..
궁금한건..
 
1. AI ThinQ 기능 활용
 - 아무래도 집안 가전이 다 LG다 보니 씽큐에 등록하여 관리하면 좋을거 같은데요..
   이기능도 직구로 사면 활용 못하는 경우가 있을까요??
 
2. 통합 리모콘
 - 현재 헬로비전 사용중인데.. 검색해보니 어찌 어찌 기타 제조사로 들어가서 되시는 분들이 있는거 같더라고요..
   현재 사용 중이신분 계실까요??
 
3. 음성검색이 좀 불편하다고 하는거 같은데.. 이점은 감수해야 할거 같구요..
 
사용해보신 경험담 부탁드립니다. 
감사합니다.",2021-03-30
LG도 청정스테이션(먼지통쓰레기통)이 붙어있는 청소기를 내놓았네요,"



삼성이 청정스테이션 이라는 먼지통 비우개를 별도로 내놔서 호평을 받았는데 ..
 
엘지는 먼지통을 꺼내서 청정스테이션에 버리는 절차를 생략한 
 
청정스테이션일체형 청소기를 내놨네요 ^^
 
갈수록 편해지는듯 ..
 

CES 혁신상 받은 LG 무선청소기 ‘코드제로 A9S 씽큐’ 출시올인원타워로 먼지통 비움 한번에http://www.hani.co.kr/arti/economy/consumer/981815.html   엘지전자는 4일 청소기 보관과 충전, 먼지통 비움까지 한 번에 할 수 있는 올인원타워를 적용한 청소기 신제품 2종을 5일 출시한다고 밝혔다. 이 제품은 청소를 할 때마다 먼지통을 분리하지 않도록 한 게 특징이다. 청소를 마친 청소기를 올인원 타워에 거치한 뒤 먼지비움 시작 버튼을 누르면 먼지가 자동으로 비워진다. 
",2021-02-05
"스카이(팬텍), 아이폰4 한번, 그리고 Lg폰만 써왔는데...","
결국 삼성에 무릎 꿇을 각이네요...
 
독과점되어선 안됩니다. 
제조사 횡포가 가능해져요..ㅠㅠ
 
씽큐야 죽지마..
LG ��? 죽지마ㅜ
다음 약정 만료때는 윙 타야겠습니다 .
 
왠지 철수 할거 같지는 않은데요..
iot 시대에 글로벌 가전 업체가 모바일 사업부를 철수한다?

못믿겠...고싶습니다 .


 
",2021-01-23
"[옥션] lg 75un7850kna + 사운드바 + 우퍼 + 접시?(1,678,780/무료)","
에누리 경유해야 저 가격입니다
 

에누리 가격비교LG전자 울트라HD 75UN7850KNA[+사운드바] 최저가 - 지상파UHDTV / 75인치(189cm) / LED / UHD(4K) / IPS패널 / HDR / HDR10 / HLG / 주사율:60Hz / UHD업스케일 / 크로마서브샘플링(4:4:4) / 음향:20W(2채널),인공지능사운드 / 스마트:인공지능씽큐,웹OS5.0,넷플릭스,유튜브,구글어시스턴트,매직리모컨,AI홈보드,에어플레이2,음성인식 / 미라캐스트 / 사운드싱크 / 유,무선랜 / 단자:HDMI(4개),USB(2개) / 두께:8.9cm / 34.6kg / 소비전력:72.2W / 에너지효율:1등급 / 2020년형 / [무상 보증기간] / 패널:2년 / 제품:1년 / AS센터:1544-7777 / [벽걸이 규격] / VESA간격:600x400mm / 브라켓모델명:LSW640Ahttp://m.enuri.com/m/vip.jsp?modelno=50503073
 
 
 



 



 
",2021-01-04
V50s씽큐 vs 벨벳 둘중 하나고르라면 어떤 걸 하시겠어요??,"
V50s씽큐랑 벨벳 중 고민입니다.
가격은 V50s씽큐가 약간 더 저렴하고 용량도 V50s씽큐가 256기가, 벨벳은 128기가입니다.
가성비로 보면 V50s씽큐가 더 좋은 선택일듯한데 횐님들 생각은 어떠신지요??
(게임같은 건 안하고 주로 동영상시청, 웹서핑을 많이 하는 편입니다.)
 ",2020-12-02
가정용 인터넷 통신장애 클레임 방법,"
 
최근 한달새에 통신장애 3회가 발생 했습니다
앞서 2회는 주중/토요일에 껴서 밤~새벽에 발생한 장애가
익일 오전에 AS기사 방문, 늦은시간 야간기사님 방문 처리를 했어요
(아파트 자체 통신실에서 조정 후 세대내 통신단자함 조정)
오늘 아침 8시 20분경에 일찍 일어난 큰애랑 티비 시청중에
또 통신장애가 발생하여 통화시도 계속하여 9시 되자마자 
접수를 했는데 일요일이라 기사도 없고 하니 빨라도 월요일이나 제대로 접수가 될것이라고 하네요 연락을 준다고는 했는데
오늘 종일 연락이 없었고 통신장애는 현재도 진척이 없습니다
인터넷이 안되니 아이피티비는 물론 전자기기들(씽큐, 스마트씽) 개인적으로 설치한 방범용 cctv(복층구조의 옥상쪽)도 먹통이네요
한달새에 동일증상이 벌써 3회인데 보상절차나 어떤 요구를 할 수 있을까 그런 선례가 있을까 궁금합니다
이전 2회 AS시에는 그런 생각이 없었는데 오늘은 정말로 짜증이나서 상담원한테 무슨보상 절차가 있냐 했더니 접수부터 AS완료시점까지 일할계산으로 요금 할인뿐이 없다네요
지역은 충북 청주시이고 신규 입주한 아파트 입니다
통신사는 LGU이구요
증상은 외부에서 들어오는 신호 자체가 아예 먹통입니다
 ",2020-11-22
요즘 LG 통돌이에는 마지막 헹굼시 알림음이 안나네요,"
최근에 블랙라벨을 샀는데,
15년 쓰던 옛날 통돌이는 마지막 헹굼시 삐삐삐~ 소리 나서 그때 섬유유연제 넣는데
요즘껀 알림음이 안나네요.
씽큐 앱에서 1:1 서비스로 물어봐도 그런 기능 없다 그러고...
섬유유연제 미리 넣는 투입구는 양이 너무 적게 들어가서 어머니가 넉넉하게 넣는걸 좋아하시는데 영 불편하네요.
 
세탁 끝 알림음은 나오는거보니 아예 불가능은 아닌거 같아
펌웨어 업데이트 등으로 개선 해달라고 했는데 과연 해줄려나 모르겠네요.
99%는 안해줄거 같긴 하지만...
하다 못해 씽큐 앱으로 알람 오게 만드는 정도는 쉬울텐데 이런 건의는 잘 안받아주더군요.",2020-11-12
78만원짜리 31만원에' 파격 할인LG폰 G8X,"
LG폰, 인도 플립카드 행사서 판매 호조반나절에 17만대 넘게 팔려반중 정서 심화되는 인도 스마트폰 시장 

...
20일 업계에 따르면 LG전자의 듀얼 스크린 스마트폰 LG G8X는 빅 빌리언 데이 행사 시작 12시간 만에 준비한 제품 17만5000대가 완판됐다. 지난 16일(이하 현지시간)부터 오는 21일까지 열리는 빅 빌리언 데이는 플립카드가 인도에서 가장 큰 명절인 '디왈리' 기간에 맞춰 진행하는 온라인 쇼핑 이벤트다.LG전자는 이번 행사에서 LG G8X에 파격적인 가격 할인을 내세웠다. 지난해 12월 약 78만1400원(4만9999루피)의 가격으로 출시됐던 LG G8X의 가격을 31만2500원(1만9999루피)로 절반 이상 크게 낮춘 것. 충전기와 어댑터 등을 제외했지만 듀얼 스크린 액세서리가 포함된 신제품 가격이다.LG G8X는 지난해 하반기 5세대 통신(5G) 모델로 국내 출시된 'LG V50S 씽큐'의 롱텀에볼루션(LTE) 모델이다. 화면 두 개를 이용해 서로 다른 앱을 동시에 구동하는 '동시 사용'과 앱 UI를 두 화면에 확장하는 '분리 사용'이 가능한 폼팩터(특정 기기형태) 듀얼 스크린을 무기로 내세웠다.
 
 
말이 파격할인이지 그냥 땡처리인듯..
 ",2020-10-19
LG전자 '윙' 사전예약 1275대 판매,"
사전예약 마감 하루 전 1275대 예약…목표치 42.5% 불과""벨벳·V50때보다 적어…예약자 대비 실개통 60% 수준""
[아시아타임즈=임재덕 기자] LG전자 오프라인 유통매장인 LG베스트샵(하이프라자)의 전략폰 윙(WING) 사전예약 성적이 예상보다 저조한 것으로 확인됐다. 기본 제공 혜택에 비공식적으로 20여만원 상당의 포인트까지 주기로 했음에도 목표치의 절반도 채우지 못한 것이다. 

일각에서는 과거 벨벳(VELVET)이나 V50 씽큐(ThinQ) 때보다도 못하다는 후문도 나온다. 신제품 공개 후 나온 뜨거운 반응과 달리 실구매로는 이어지지 않는 모양새다.

 
 

[단독] LG전자 ′윙′ 베스트샵 자체 예판서 1275대 기록인터넷 정치 경제 전문 뉴스, 금융, 증시, 재테크, 부동산 기사 등 수록.https://www.asiatime.co.kr/news/newsview.php?ncode=1065588302521746
 
 
 
이번에도 말로만 사겠다고 하고 안샀나보네요 ㅠㅠ




 

",2020-10-08
와 ㅋㅋ 96징은 처음보네요 ㅋㅋ,"
V50씽큐 kt이동 기변 96징이네요. 
기기값 120  근데 요즘 중고가보면 납득이가긴감
저렇게 많이 지원해줘도 손이안감",2020-09-10
장인 장모님 가전 견적좀 봐주심 감사해요,"
안녕하세요
장인장모님 가전견적보고있는중입니다
견적한번부탁드립니다



세탁기 트롬씽큐 f24vdd 24kg / 김냉195 k419ss13e /
냉870 f873sn35e / 올레드티비 65인치Oled 65bxfna 



최종가 900만인데



창원페이 10퍼 ㅡ90만
환급 김냉 냉 ㅡ45만
70만포인트 적립



할인해서 총 765만에 포인트 70만
견적받았습니다
 



 
 
 ",2020-08-30
"LG전자, 마스크처럼 착용하는 공기청정기","


 


배터리는 820밀리암페어시(mAh)로 최대 8시간 사용할 수 있다. 신제품은 LG 씽큐 앱(애플리케이션)으로도 연동되는데, 앱은 필터 교체가 필요하다는 알림 등을 보내준다.걸림돌은 무게다. 신제품은 약 130g 수준으로 이는 기존 일반 마스크(5g)에 비해 많이 무겁다. 130g은 라면 1봉지와 비슷한 수준이다. 다만 세부 사항은 추후 변경될 수 있다는 LG전자 측 설명이다. 국내 출시 및 정확한 가격은 결정되지 않았다.


 


걸림돌은 무게네요 ㄷㄷ

",2020-08-29
"LG 벨벳, LG V50 ThinQ보다 고장률 30% 낮아...","

달라진 LG, '벨벳'으로 스마트폰 시장서 '날개'

실제 LG 벨벳은 '구매자 누적 불량률'이 지난해 5월 출시된 LG V50 씽큐(ThinQ)와 비교해 30% 가량 적은 것으로 파악됐다. 구매자 누적 불량률은 제품을 직접 사용하는 고객들의 서비스 신청 내역과 문의를 수치화한 것으로 제품의 완성도를 나타내는 중요 지표다. LG전자에 따르면 LG 벨벳은 디스플레이 관련 불량률이 V50 대비 50%가량 적고 카메라, 발열, 배터리가 각각 40%, 30%, 30%가량 낮은 것으로 집계됐다.
 http://naver.me/FqVqeMYl
 


",2020-08-02
